price,address,zipcode
240000,4809 Bainbridge Blvd,23320
220000,1620 Great Bridge Blvd,23320
321000,210 Gregg St,23320
300000,4819 Bainbridge Blvd,23320
200000,5323 Libertyville Rd,23320
310000,380 Great Bridge Blvd,23320
285000,700 Durham Ave,23320
375000,1405 Great Bridge Blvd,23320
282900,1345 Great Bridge Blvd,23320
335300,613 River Creek Rd,23320
250000,112 Cottonwood Ln,23320
215000,200 Lenore Trl,23320
360400,109 Red Oak Trl,23320
375000,416 Shadowlake Dr,23320
282000,264 Fernwood Farms Rd,23320
315000,284 Fernwood Farms Rd,23320
210000,1221 Duchess Of York Quay,23320
212250,1217 Duchess Of York Quay,23320
345000,106 Marina Reach #9,23320
205000,1000 Kings Cross Quay,23320
384900,121 Thrasher Rd,23320
249900,704 Pine Bluff Ct,23320
355000,821 Shipton Ct,23320
340500,401 Harbour North Dr,23320
325000,832 Mains Creek Rd,23320
378000,921 Mains Creek Rd,23320
355000,837 Mains Creek Rd,23320
335000,1014 Mains Creek Rd,23320
350000,1030 Mains Creek Rd,23320
315250,1216 Alder Ct,23320
450000,1217 Basswood Ct,23320
360000,801 Pine View Ln,23320
355000,605 Pine Bnd,23320
485000,606 Pine Bnd,23320
450000,818 Wickford Dr,23320
86000,1204 Corkwood Cir,23320
281500,1243 Corkwood Cir,23320
315000,709 Rapidan River Ct Unit D,23320
160000,635 Huntly Dr,23320
424900,3524 Clover Meadows Dr,23320
261000,3326 Clover Meadows Dr,23320
240000,3325 Clover Meadows Dr,23320
250000,3611 Clover Meadows Dr,23320
215000,3621 Calverton Way,23320
248800,3508 Rochelle Ct,23320
260000,3213 Cricket Ln,23320
154500,3500 Calverton Way,23320
250000,3109 Moneta Dr,23320
262500,3605 Calverton Ct,23320
180000,3671 Mardean Dr,23320
260000,3640 Mardean Dr,23320
152000,3501 Mardean Dr,23321
170000,4504 Greendell Rd,23321
95000,3369 Dunedin Dr,23321
104500,3437 Saint Clair Dr,23321
460000,3472 Woodbaugh Dr,23321
430000,3117 Dunworken Dr,23321
265000,3113 Bomar Dr,23321
498900,3304 Brandywine Dr,23321
450000,3044 Bomar Dr,23321
409900,3345 Stilworken Dr,23321
445500,4605 Helensburgh Dr,23321
419900,3304 Pine Hill Cres,23321
480000,3304 Dunedin Dr,23321
275000,3905 Oak Dr E,23321
250000,3308 Kinsington Dr,23321
299000,3308 Hemlock Dr,23321
285000,3221 Pineridge Dr,23321
299900,4247 Redfern Ln,23321
275000,4329 Greendell Rd,23321
299000,100 Columbus Ave,23321
294000,3313 Meadowbrook Ln,23321
250000,4412 Dartmoor Ct,23321
328000,5033 Queen St,23321
205000,5213 Bordeaux St,23321
247500,2544 Gum Rd,23321
616000,2621 Brook Stone Dr,23321
250000,2712 Cornet St St,23321
360000,4604 Big Game Way,23321
445000,4400 Foxxglen Quay,23321
450000,2801 Crossings Dr,23321
363000,2913 E Point Dr,23321
225000,2904 Meadow Forest Rd,23321
392000,2720 Big Bend Ct,23321
195000,3008 Duke Of Gloucester Ct,23321
30000,3020 Tyre Neck Rd,23321
335000,2885 E Point Dr,23321
484900,3804 Peppercorn Way,23321
400000,3606 Cinnamon Ct,23321
465000,3617 Cinnamon Ct,23321
335000,2426 Meadows Lndg,23321
711000,3912 Windsong Ct,23321
530000,2431 Meadows Lndg,23321
300000,4044 Oak Moss Ct,23321
392000,4046 Oak Moss Ct,23321
215000,2305 Meadows Lndg,23321
505000,3807 Whitechapel Arch,23321
302000,3842 Whitechapel Arch,23321
278000,2209 Christopher Dr,23321
263000,4909 Manning Ct,23321
239900,1600 Tattinger Trl,23321
239900,4120 Lindenwood Dr,23321
125000,1616 Hydenwood Cres,23321
415000,1742 Wild Duck Xing,23321
246000,4708 Tanager Xing,23321
232000,1539 Curlew Ct,23321
245000,1521 Lauren Ashleigh Dr,23321
198000,4109 San Salvador Dr,23321
237500,3917 Wedgewood Dr,23321
182000,2309 Dock Landing Rd,23321
445000,3913 North Rd,23321
325000,2106 Seastone Trce,23321
500000,2150 Seastone Trce,23321
300000,3928 Anchor Ave,23321
395000,3921 Anchor Ave,23321
500000,1624 Gaff Rd,23321
435000,3940 Port Rd,23321
525000,4073 Maple Dr,23321
585000,4008 Pinta Dr,23321
344430,341 Greens Edge Dr,23321
499000,841 Falls Creek Dr,23321
373800,708 Falls Creek Ct,23321
380000,877 Bells Mill Rd,23321
520000,812 Jerry Locker St,23321
455000,345 Briarfield Dr,23321
265000,396 Briarfield Dr,23321
282000,312 Old Dr,23321
265000,504 Oakwell Ct,23321
279000,802 Streamside Ct,23321
358000,257 Bridgeview Cir,23321
402650,809 Lakeside Ct,23321
800000,912 Larkspur Ln,23322
810000,811 Sagebrook Run,23322
539000,116 Mann Dr,23322
449900,152 Mann Dr,23322
240000,1624 Waterway Cir,23322
505000,505 Fairfield Dr,23322
345000,204 Golden Maple Dr,23322
419900,1335 Roanoke Arch,23322
384900,916 Marble Arch,23322
575000,108 Edgeware Ct,23322
699000,1001 Picadilly Ct,23322
545000,217 Mooregate Ct,23322
460000,429 Slate St,23322
270100,1717 Prospect Dr,23322
371000,465 School House Rd,23322
400000,610 Elmhurst Ave,23322
388000,704 Sendero Ct,23322
413000,616 San Pedro Dr,23322
847000,620 San Pedro Dr,23322
516000,1209 New Mill Dr,23322
585000,414 Las Gaviotas Blvd,23322
617000,1080 Washington Dr,23322
537000,655 Washington Dr,23322
375000,1030 Washington Dr,23322
452000,514 Waters Rd,23322
449900,804 Marquis Ct,23322
491000,336 Faire Chase,23322
585000,401 Pines Of Warrick Dr,23322
283000,719 Montebello Cir,23322
519000,433 Wittington Dr,23322
625000,513 Wittington Dr,23322
375000,421 Middle Oaks Dr,23322
480000,709 Millpike Ct,23322
424900,401 Yancy Ct,23322
400000,852 S Lake Cir,23322
530000,842 S Lake Cir,23322
429000,830 W Lake Cir,23322
415000,341 Cedar Ln,23322
255000,965 N Haven Cir,23322
405000,712 Waterford Ct,23322
472000,701 Rumford Ct,23322
615000,600 Queens Grv,23322
475000,611 Sheffield Ct,23322
247000,809 Walnut Forest Ct,23322
535000,824 Forest Lakes Dr,23322
549900,800 Dunwood Ct,23322
290000,1000 Forest Lakes Dr,23322
276000,463 Hanbury Rd W,23322
248000,764 S Battlefield Blvd,23322
493500,756 Battlefield Blvd,23322
514900,113 Marion Dr,23322
415000,712 Battlefield Blvd S Unit C,23322
389900,921 Jodi Lynn Trl,23322
575000,241 Vanette Dr,23322
620000,313 Parker Rd,23322
694343,714 Turnbuckle Ct,23322
617900,537 Hillwell Rd,23322
590000,208 Avonlea Pointe,23322
610000,536 Scarborough Dr,23322
450000,536 Beauregard Dr,23322
275000,804 Union Forge Ln,23322
230000,209 N Hill Ln,23322
365000,636 Marston Dr,23322
178000,864 Jo Anne Cir,23322
622700,846 Jo Anne Cir,23322
395000,807 Jo Anne Cir,23322
438046,1025 Fentress Rd,23322
492000,909 Centerville Tpke S,23322
375000,4016 Lakeview Dr,23322
728000,4036 Lakeview Dr,23322
370000,4117 Lakeview Dr,23322
400000,3009 Aaron Dr,23322
440000,3145 Kenelm Dr,23322
275000,3200 Camelot Blvd,23322
525000,1133 Sir Lancelot Dr,23322
430000,3145 Bruno Dr,23322
535000,3005 Sir Meliot Dr,23322
400000,2933 Sir Meliot Dr,23322
465000,3233 Tournament Dr,23322
275000,1328 King Arthur Dr,23322
495000,2821 Squire Ct,23323
435000,1117 Camelot Ct,23323
665000,1245 Sir Kay Dr,23323
284000,913 Baron Ct,23323
320000,868 Drawbridge Dr,23323
240000,3233 Sir Meliot Dr,23323
300000,1115 Woodland Terrace Dr,23323
296000,2725 Thomas St,23323
320000,2720 Pendragon Ct,23323
295000,2403 Livesay Rd,23323
236400,1030 Baugher Ave,23323
280000,2407 Livesay Rd,23323
322000,2421 Livesay Rd,23323
330000,2416 Lofurno Rd,23323
305000,904 Bounds Ave,23323
275000,2836 Lambert Trl,23323
331000,2681 Powell Cir,23323
235000,1432 Gust Ln,23323
255000,2149 Arbutus Cir,23323
374400,2304 Battery Park Rd,23323
319950,2204 Ferndale Rd,23323
170000,1229 N River Dr,23323
230000,2700 Conrad Ave #3,23323
226000,1016 Oak Bark Ln,23323
225000,2417 Gilmerton Rd,23323
230000,913 Michael Dr,23323
240000,1441 Waterlawn Ave,23323
347000,1424 Glendale Ave,23323
282000,1463 Winslow Ave,23323
325000,1445 Culpepper Ave,23323
342000,120 Alice St,23323
325000,3236 Troy Ln,23323
270300,3317 Dietz Dr,23323
350000,232 Gruen St,23323
148000,230 Westonia Rd,23323
370000,107 Diamond Ave,23323
275000,208 Diamond Ave,23323
290000,214 Douglas Ave,23323
315000,110 Diamond Ave,23323
365000,2849 Old Galberry Rd,23323
340000,408 George Washington Hwy N,23323
314900,304 Weeping Cedar Ct,23323
65000,601 Rock Dr,23323
285000,2421 Southern Pines Dr,23323
346000,2408 Bay Oak Ct,23323
312000,1327 Pinecroft Ln,23323
300000,2604 Roundtree Cir,23323
248000,1945 Millville Rd,23323
343000,1932 Flintshire Dr,23323
320000,1989 Rockwood Dr,23323
240000,1948 Lemonwood Rd,23323
259000,1913 Flintshire Dr,23323
400000,720 Wood Duck Ln,23323
405000,1711 Rockwood Dr,23323
300000,928 Levee Ln,23323
335000,413 Blanche Ct,23323
375000,608 Meadow Creek Ct,23323
385000,713 Mandarin Ln,23323
361000,601 Oak Mears Cv,23323
250000,801 Ash Pine Cv,23323
610000,2611 Lake Ridge Xing,23323
515000,2716 Lake Ridge Ct,23323
600000,404 Bishop St,23323
630000,1612 Shipyard Rd,23323
390000,324 Mobile Dr,23323
615000,2709 Cedar Rd,23323
320000,416 Bridle Ct,23323
287000,412 Saddle Ct,23323
